checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1,12.0,3,3,2578.0,1,1,3.0,2,1,4.0,4,55.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
1,36.0,5,3,2348.0,1,3,3.0,4,1,2.0,2,46.0,none,own,2.0,skilled,1.0,yes,yes,good
2,12.0,3,1,1223.0,1,5,1.0,1,1,1.0,1,46.0,none,rent,2.0,skilled,1.0,none,yes,bad
4,24.0,5,4,1516.0,4,3,4.0,2,1,1.0,1,43.0,none,own,2.0,unskilled resident,1.0,none,yes,good
4,18.0,3,4,1473.0,1,2,3.0,4,1,4.0,1,39.0,none,own,1.0,skilled,1.0,yes,yes,good
2,18.0,5,9,1887.0,5,3,4.0,4,1,4.0,1,28.0,bank,own,2.0,skilled,1.0,none,yes,good
4,24.0,4,9,8648.0,1,2,2.0,3,1,2.0,3,27.0,bank,own,2.0,skilled,1.0,yes,yes,bad
4,14.0,4,1,802.0,1,3,4.0,3,1,2.0,3,27.0,none,own,2.0,unskilled resident,1.0,none,yes,good
2,18.0,4,1,2899.0,5,5,4.0,3,1,4.0,3,43.0,none,own,1.0,skilled,2.0,none,yes,good
2,24.0,3,4,2039.0,1,2,1.0,4,1,1.0,2,22.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,24.0,5,2,2197.0,5,4,4.0,3,1,4.0,3,43.0,none,own,2.0,skilled,2.0,yes,yes,good
1,15.0,3,4,1053.0,1,2,4.0,4,1,2.0,1,27.0,none,own,1.0,skilled,1.0,none,no,good
4,24.0,3,4,3235.0,3,5,3.0,1,1,2.0,3,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
3,12.0,5,1,939.0,3,4,4.0,4,1,2.0,1,28.0,none,own,3.0,skilled,1.0,yes,yes,bad
2,24.0,3,4,1967.0,1,5,4.0,2,1,4.0,3,20.0,none,own,1.0,skilled,1.0,yes,yes,good
4,33.0,5,2,7253.0,1,4,3.0,3,1,2.0,3,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,12.0,5,9,2292.0,1,1,4.0,3,1,2.0,3,42.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,10.0,3,1,1597.0,3,3,3.0,3,1,2.0,4,40.0,none,rent,1.0,unskilled resident,2.0,none,no,good
1,24.0,3,1,1381.0,5,3,4.0,2,1,2.0,2,35.0,none,own,1.0,skilled,1.0,none,yes,bad
4,36.0,5,2,5842.0,1,5,2.0,3,1,2.0,2,35.0,none,own,2.0,skilled,2.0,yes,yes,good
1,12.0,3,1,2579.0,1,2,4.0,3,1,1.0,1,33.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
1,18.0,4,7,8471.0,5,3,1.0,2,1,2.0,3,23.0,none,rent,2.0,skilled,1.0,yes,yes,good
4,21.0,3,1,2782.0,3,4,1.0,2,1,2.0,3,31.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
2,18.0,3,1,1042.0,5,3,4.0,2,1,2.0,2,33.0,none,own,1.0,skilled,1.0,none,yes,bad
4,15.0,3,1,3186.0,4,4,2.0,2,1,3.0,3,20.0,none,rent,1.0,skilled,1.0,none,yes,good
2,12.0,3,2,2028.0,5,3,4.0,3,1,2.0,3,30.0,none,own,1.0,skilled,1.0,none,yes,good
2,12.0,5,1,958.0,1,4,2.0,3,1,3.0,1,47.0,none,own,2.0,unskilled resident,2.0,none,yes,good
4,21.0,4,3,1591.0,2,4,4.0,3,1,3.0,1,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
2,12.0,3,3,2762.0,5,5,1.0,2,1,2.0,2,25.0,bank,own,1.0,skilled,1.0,yes,yes,bad
2,18.0,3,2,2779.0,1,3,1.0,4,1,3.0,3,21.0,none,rent,1.0,skilled,1.0,yes,yes,good
4,28.0,5,4,2743.0,1,5,4.0,3,1,2.0,3,29.0,none,own,2.0,skilled,1.0,none,yes,good
4,18.0,5,4,1149.0,4,3,4.0,3,1,3.0,1,46.0,none,own,2.0,skilled,1.0,none,yes,good
4,9.0,3,3,1313.0,1,5,1.0,3,1,4.0,3,20.0,none,own,1.0,skilled,1.0,none,yes,good
1,18.0,5,6,1190.0,1,1,2.0,2,1,4.0,4,55.0,none,for free,3.0,unemp/unskilled non res,2.0,none,yes,bad
4,5.0,3,9,3448.0,1,4,1.0,3,1,4.0,1,74.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,24.0,3,10,11328.0,1,3,2.0,3,2,3.0,3,29.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1,6.0,5,3,1872.0,1,1,4.0,3,1,4.0,4,36.0,none,for free,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,24.0,5,6,2058.0,1,3,4.0,1,1,2.0,1,33.0,none,own,2.0,skilled,1.0,yes,yes,good
1,9.0,3,3,2136.0,1,3,3.0,3,1,2.0,1,25.0,none,own,1.0,skilled,1.0,none,yes,good
2,12.0,3,4,1484.0,5,3,2.0,4,1,1.0,1,25.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,6.0,3,6,660.0,3,4,2.0,4,1,4.0,1,23.0,none,rent,1.0,unskilled resident,1.0,none,yes,good
4,24.0,5,1,1287.0,4,5,4.0,2,1,4.0,1,37.0,none,own,2.0,skilled,1.0,yes,yes,good
1,42.0,5,6,3394.0,1,1,4.0,3,2,4.0,3,65.0,none,own,2.0,unemp/unskilled non res,1.0,none,yes,good
3,12.0,2,9,609.0,1,2,4.0,2,1,1.0,1,26.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
4,12.0,3,1,1884.0,1,5,4.0,3,1,4.0,3,39.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,12.0,3,3,1620.0,1,3,2.0,2,2,3.0,2,30.0,none,own,1.0,skilled,1.0,none,yes,good
2,20.0,4,10,2629.0,1,3,2.0,3,1,3.0,3,29.0,bank,own,2.0,skilled,1.0,yes,yes,good
4,12.0,3,7,719.0,1,5,4.0,3,1,4.0,3,41.0,bank,own,1.0,unskilled resident,2.0,none,yes,bad
2,48.0,5,3,5096.0,1,3,2.0,2,1,3.0,3,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,9.0,5,7,1244.0,5,5,4.0,2,1,4.0,2,41.0,none,rent,2.0,unskilled resident,1.0,none,yes,good
1,36.0,3,1,1842.0,1,2,4.0,2,1,4.0,3,34.0,none,own,1.0,skilled,1.0,yes,yes,bad
2,7.0,3,4,2576.0,1,3,2.0,3,3,2.0,1,35.0,none,own,1.0,skilled,1.0,none,yes,good
3,12.0,3,3,1424.0,5,5,3.0,2,1,4.0,1,55.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,15.0,4,6,1512.0,4,3,3.0,4,1,3.0,2,61.0,stores,own,2.0,skilled,1.0,none,yes,bad
4,36.0,5,2,11054.0,5,3,4.0,3,1,2.0,3,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,6.0,3,4,518.0,1,3,3.0,2,1,1.0,1,29.0,none,own,1.0,skilled,1.0,none,yes,good
4,12.0,1,3,2759.0,1,5,2.0,3,1,4.0,2,34.0,none,own,2.0,skilled,1.0,none,yes,good
4,24.0,3,2,2670.0,1,5,4.0,3,1,4.0,3,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,24.0,3,1,4817.0,1,4,2.0,3,2,3.0,2,31.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,24.0,3,2,2679.0,1,2,4.0,2,1,1.0,4,29.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,11.0,5,1,3905.0,1,3,2.0,3,1,2.0,1,36.0,none,rent,2.0,skilled,2.0,none,yes,good
1,12.0,3,2,3386.0,1,5,3.0,3,1,4.0,4,35.0,none,for free,1.0,skilled,1.0,yes,yes,bad
1,6.0,3,5,343.0,1,2,4.0,2,1,1.0,1,27.0,none,own,1.0,skilled,1.0,none,yes,good
4,18.0,3,4,4594.0,1,2,3.0,3,1,2.0,3,32.0,none,own,1.0,skilled,1.0,yes,yes,good
1,36.0,3,3,3620.0,1,3,1.0,3,3,2.0,2,37.0,none,own,1.0,skilled,2.0,none,yes,good
1,15.0,3,1,1721.0,1,2,2.0,3,1,3.0,1,36.0,none,own,1.0,skilled,1.0,none,yes,good
2,12.0,3,3,3017.0,1,2,3.0,2,1,1.0,1,34.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
2,12.0,3,8,754.0,5,5,4.0,3,1,4.0,2,38.0,none,own,2.0,skilled,1.0,none,yes,good
4,18.0,3,9,1950.0,1,4,4.0,3,1,1.0,3,34.0,stores,own,2.0,skilled,1.0,yes,yes,good
1,24.0,3,2,2924.0,1,3,3.0,3,3,4.0,4,63.0,bank,own,1.0,skilled,2.0,yes,yes,good
1,24.0,4,4,1659.0,1,2,4.0,2,1,2.0,3,29.0,none,rent,1.0,unskilled resident,1.0,yes,yes,bad
4,48.0,4,4,7238.0,5,5,3.0,3,1,3.0,3,32.0,bank,own,2.0,skilled,2.0,none,yes,good
4,33.0,4,9,2764.0,1,3,2.0,2,1,2.0,3,26.0,none,own,2.0,skilled,1.0,yes,yes,good
4,24.0,4,2,4679.0,1,4,3.0,3,1,3.0,3,35.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
2,24.0,3,4,3092.0,2,2,3.0,4,1,2.0,3,22.0,none,rent,1.0,skilled,1.0,yes,yes,bad
1,6.0,3,7,448.0,1,2,4.0,2,1,4.0,2,23.0,none,own,1.0,skilled,1.0,none,yes,bad
1,9.0,3,1,654.0,1,3,4.0,3,1,3.0,3,28.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
4,6.0,3,8,1238.0,5,1,4.0,3,1,4.0,2,36.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
2,18.0,5,4,1245.0,1,3,4.0,4,1,2.0,3,33.0,none,own,1.0,skilled,1.0,none,yes,bad
1,18.0,1,3,3114.0,1,2,1.0,2,1,4.0,2,26.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,39.0,3,2,2569.0,3,3,4.0,3,1,4.0,3,24.0,none,own,1.0,skilled,1.0,none,yes,good
3,24.0,3,4,5152.0,1,4,4.0,3,1,2.0,3,25.0,bank,own,1.0,skilled,1.0,none,yes,good
2,12.0,3,9,1037.0,2,4,3.0,3,1,4.0,1,39.0,none,own,1.0,unskilled resident,1.0,none,yes,good
1,15.0,5,3,1478.0,1,5,4.0,3,1,4.0,3,44.0,none,own,2.0,skilled,2.0,yes,yes,good
2,12.0,5,4,3573.0,1,3,1.0,2,1,1.0,1,23.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,24.0,3,1,1201.0,1,2,4.0,3,1,1.0,2,26.0,none,own,1.0,skilled,1.0,none,yes,good
1,30.0,3,3,3622.0,4,5,4.0,2,1,4.0,2,57.0,none,rent,2.0,skilled,1.0,yes,yes,good
4,15.0,4,3,960.0,4,4,3.0,2,1,2.0,2,30.0,none,own,2.0,skilled,1.0,none,yes,good
4,12.0,5,1,1163.0,3,3,4.0,3,1,4.0,1,44.0,none,own,1.0,skilled,1.0,yes,yes,good
2,6.0,4,1,1209.0,1,1,4.0,3,1,4.0,2,47.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,12.0,3,4,3077.0,1,3,2.0,3,1,4.0,3,52.0,none,own,1.0,skilled,1.0,yes,yes,good
4,24.0,3,1,3757.0,1,5,4.0,2,2,4.0,4,62.0,none,for free,1.0,skilled,1.0,yes,yes,good
4,10.0,3,1,1418.0,2,3,3.0,3,1,2.0,1,35.0,none,rent,1.0,unskilled resident,1.0,none,no,good
4,6.0,3,1,3518.0,1,3,2.0,3,3,3.0,2,26.0,none,rent,1.0,skilled,1.0,none,yes,good
4,12.0,5,4,1934.0,1,5,2.0,3,1,2.0,4,26.0,none,own,2.0,skilled,1.0,none,yes,good
2,27.0,1,9,8318.0,1,5,2.0,2,1,4.0,4,42.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,6.0,5,4,1237.0,2,3,1.0,2,1,1.0,2,27.0,none,own,2.0,skilled,1.0,none,yes,good
2,6.0,3,4,368.0,5,5,4.0,3,1,4.0,2,38.0,none,own,1.0,skilled,1.0,none,yes,good
1,12.0,5,1,2122.0,1,3,3.0,3,1,2.0,1,39.0,none,rent,2.0,unskilled resident,2.0,none,no,good
1,24.0,3,3,2996.0,5,3,2.0,4,1,4.0,3,20.0,none,own,1.0,skilled,1.0,none,yes,bad
2,36.0,3,3,9034.0,2,2,4.0,3,2,1.0,4,29.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,24.0,5,3,1585.0,1,4,4.0,3,1,3.0,2,40.0,none,own,2.0,skilled,1.0,none,yes,good
2,18.0,3,4,1301.0,1,5,4.0,4,3,2.0,1,32.0,none,own,1.0,unskilled resident,1.0,none,yes,good
3,6.0,5,1,1323.0,2,5,2.0,1,1,4.0,3,28.0,none,own,2.0,skilled,2.0,yes,yes,good
1,24.0,3,1,3123.0,1,2,4.0,2,1,1.0,2,27.0,none,own,1.0,skilled,1.0,none,yes,bad
1,36.0,3,2,5493.0,1,5,2.0,3,1,4.0,4,42.0,none,for free,1.0,skilled,2.0,none,yes,good
3,9.0,3,4,1126.0,2,5,2.0,1,1,4.0,1,49.0,none,own,1.0,skilled,1.0,none,yes,good
2,24.0,5,4,1216.0,2,2,4.0,3,1,4.0,4,38.0,bank,own,2.0,skilled,2.0,none,yes,bad
1,24.0,3,1,1207.0,1,2,4.0,2,1,4.0,2,24.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,10.0,3,1,1309.0,5,3,4.0,3,3,4.0,2,27.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
3,15.0,5,2,2360.0,3,3,2.0,3,1,2.0,3,36.0,none,own,1.0,skilled,1.0,yes,yes,good
2,15.0,2,1,6850.0,2,1,1.0,3,1,2.0,2,34.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
4,24.0,3,4,1413.0,1,3,4.0,4,1,2.0,2,28.0,none,own,1.0,skilled,1.0,none,yes,good
4,39.0,3,2,8588.0,2,5,4.0,3,1,2.0,3,45.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,12.0,3,1,759.0,1,4,4.0,3,1,2.0,1,26.0,none,own,1.0,skilled,1.0,none,yes,bad
4,36.0,3,2,4686.0,1,3,2.0,3,1,2.0,4,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
3,15.0,3,9,2687.0,1,4,2.0,3,1,4.0,2,26.0,none,rent,1.0,skilled,1.0,yes,yes,good
2,12.0,4,4,585.0,1,3,4.0,4,2,4.0,1,20.0,none,rent,2.0,skilled,1.0,none,yes,good
4,24.0,3,1,2255.0,5,2,4.0,3,1,1.0,2,54.0,none,own,1.0,skilled,1.0,none,yes,good
1,6.0,5,1,609.0,1,4,4.0,2,1,3.0,2,37.0,none,own,2.0,skilled,1.0,none,no,good
1,6.0,5,1,1361.0,1,2,2.0,3,1,4.0,1,40.0,none,own,1.0,unskilled resident,2.0,none,no,good
4,36.0,5,3,7127.0,1,2,2.0,2,1,4.0,2,23.0,none,rent,2.0,skilled,1.0,yes,yes,bad
1,6.0,3,1,1203.0,2,5,3.0,3,1,2.0,2,43.0,none,own,1.0,skilled,1.0,yes,yes,good
4,6.0,5,4,700.0,5,5,4.0,3,1,4.0,4,36.0,none,for free,2.0,skilled,1.0,none,yes,good
4,24.0,5,6,5507.0,1,5,3.0,3,1,4.0,4,44.0,none,for free,2.0,skilled,1.0,none,yes,good
1,18.0,3,4,3190.0,1,3,2.0,2,1,2.0,1,24.0,none,own,1.0,skilled,1.0,none,yes,bad
1,48.0,1,3,7119.0,1,3,3.0,3,1,4.0,4,53.0,none,for free,2.0,skilled,2.0,none,yes,bad
4,24.0,3,2,3488.0,2,4,3.0,2,1,4.0,3,23.0,none,own,1.0,skilled,1.0,none,yes,good
2,18.0,3,4,1113.0,1,3,4.0,2,3,4.0,1,26.0,none,own,1.0,unskilled resident,2.0,none,yes,good
2,26.0,3,2,7966.0,1,2,2.0,3,1,3.0,3,30.0,none,own,2.0,skilled,1.0,none,yes,good
4,15.0,5,7,1532.0,2,3,4.0,2,1,3.0,3,31.0,none,own,1.0,skilled,1.0,none,yes,good
4,4.0,5,4,1503.0,1,4,2.0,3,1,1.0,1,42.0,none,own,2.0,unskilled resident,2.0,none,yes,good
1,36.0,3,4,2302.0,1,3,4.0,1,1,4.0,3,31.0,none,rent,1.0,skilled,1.0,none,yes,bad
1,6.0,3,1,662.0,1,2,3.0,3,1,4.0,1,41.0,none,own,1.0,unskilled resident,2.0,yes,yes,good
2,36.0,3,7,2273.0,1,4,3.0,3,1,1.0,3,32.0,none,own,2.0,skilled,2.0,none,yes,good
2,15.0,3,1,2631.0,2,3,2.0,2,1,4.0,3,28.0,none,rent,2.0,skilled,1.0,yes,yes,bad
4,12.0,4,2,1503.0,1,3,4.0,4,1,4.0,1,41.0,none,rent,1.0,skilled,1.0,none,yes,good
4,24.0,3,4,1311.0,2,4,4.0,4,1,3.0,2,26.0,none,own,1.0,skilled,1.0,yes,yes,good
4,24.0,3,4,3105.0,5,2,4.0,3,1,2.0,3,25.0,none,own,2.0,skilled,1.0,none,yes,good
3,21.0,5,7,2319.0,1,2,2.0,1,1,1.0,3,33.0,none,rent,1.0,skilled,1.0,none,yes,bad
1,6.0,3,1,1374.0,5,1,4.0,2,1,3.0,2,75.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,18.0,5,3,3612.0,1,5,3.0,2,1,4.0,2,37.0,none,own,1.0,skilled,1.0,yes,yes,good
1,48.0,3,1,7763.0,1,5,4.0,3,1,4.0,4,42.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
3,18.0,3,3,3049.0,1,2,1.0,2,1,1.0,2,45.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
2,12.0,3,4,1534.0,1,2,1.0,4,1,1.0,1,23.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,24.0,4,1,2032.0,1,5,4.0,3,1,4.0,4,60.0,none,for free,2.0,skilled,1.0,yes,yes,good
1,30.0,3,3,6350.0,5,5,4.0,3,1,4.0,2,31.0,none,own,1.0,skilled,1.0,none,yes,bad
3,18.0,3,3,2864.0,1,3,2.0,3,1,1.0,1,34.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
4,12.0,5,1,1255.0,1,5,4.0,3,1,4.0,1,61.0,none,own,2.0,unskilled resident,1.0,none,yes,good
1,24.0,4,1,1333.0,1,1,4.0,3,1,2.0,1,43.0,none,for free,2.0,skilled,2.0,none,yes,bad
4,24.0,5,1,2022.0,1,3,4.0,2,1,4.0,3,37.0,none,own,1.0,skilled,1.0,yes,yes,good
4,24.0,3,4,1552.0,1,4,3.0,3,1,1.0,3,32.0,bank,own,1.0,skilled,2.0,none,yes,good
1,12.0,2,4,626.0,1,3,4.0,2,1,4.0,1,24.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
4,48.0,5,2,8858.0,5,4,2.0,3,1,1.0,4,35.0,none,for free,2.0,skilled,1.0,yes,yes,good
4,12.0,5,6,996.0,5,4,4.0,2,1,4.0,1,23.0,none,own,2.0,skilled,1.0,none,yes,good
4,6.0,2,4,1750.0,3,5,2.0,3,1,4.0,2,45.0,bank,own,1.0,unskilled resident,2.0,none,yes,good
1,48.0,3,4,6999.0,1,4,1.0,4,3,1.0,1,34.0,none,own,2.0,skilled,1.0,yes,yes,bad
2,12.0,5,1,1995.0,2,2,4.0,3,1,1.0,3,27.0,none,own,1.0,skilled,1.0,none,yes,good
2,9.0,3,7,1199.0,1,4,4.0,2,1,4.0,2,67.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,12.0,3,4,1331.0,1,2,2.0,3,1,1.0,3,22.0,stores,own,1.0,skilled,1.0,none,yes,bad
2,18.0,1,1,2278.0,2,2,3.0,2,1,3.0,3,28.0,none,own,2.0,skilled,1.0,none,yes,bad
4,21.0,1,1,5003.0,5,3,1.0,2,1,4.0,2,29.0,bank,own,2.0,skilled,1.0,yes,yes,bad
1,24.0,2,3,3552.0,1,4,3.0,3,1,4.0,3,27.0,bank,own,1.0,skilled,1.0,none,yes,bad
2,18.0,5,3,1928.0,1,2,2.0,3,1,2.0,1,31.0,none,own,2.0,unskilled resident,1.0,none,yes,bad
1,24.0,3,2,2964.0,5,5,4.0,3,1,4.0,4,49.0,bank,for free,1.0,skilled,2.0,yes,yes,good
1,24.0,2,4,1546.0,1,4,4.0,3,3,4.0,3,24.0,bank,rent,1.0,unskilled resident,1.0,none,yes,bad
3,6.0,4,4,683.0,1,2,2.0,2,1,1.0,2,29.0,bank,own,1.0,skilled,1.0,none,yes,good
2,36.0,3,1,12389.0,5,3,1.0,3,1,4.0,4,37.0,none,for free,1.0,skilled,1.0,yes,yes,bad
2,24.0,4,9,4712.0,5,3,4.0,3,1,2.0,2,37.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,24.0,4,4,1553.0,2,4,3.0,2,1,2.0,2,23.0,none,rent,2.0,skilled,1.0,yes,yes,good
1,12.0,3,1,1372.0,1,4,2.0,1,1,3.0,3,36.0,none,own,1.0,skilled,1.0,none,yes,bad
4,24.0,5,4,2578.0,4,5,2.0,3,1,2.0,3,34.0,none,own,1.0,skilled,1.0,none,yes,good
2,48.0,3,4,3979.0,5,4,4.0,3,1,1.0,3,41.0,none,own,2.0,skilled,2.0,yes,yes,good
1,48.0,3,4,6758.0,1,3,3.0,2,1,2.0,3,31.0,none,own,1.0,skilled,1.0,yes,yes,bad
1,24.0,3,3,3234.0,1,2,4.0,2,1,4.0,1,23.0,none,rent,1.0,unskilled resident,1.0,yes,yes,bad
4,30.0,5,4,5954.0,1,4,3.0,3,2,2.0,3,38.0,none,own,1.0,skilled,1.0,none,yes,good
4,24.0,3,2,5433.0,5,1,2.0,2,1,4.0,2,26.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,15.0,3,9,806.0,1,3,4.0,2,1,4.0,2,22.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,9.0,3,4,1082.0,1,5,4.0,3,1,4.0,3,27.0,none,own,2.0,unskilled resident,1.0,none,yes,good
4,15.0,5,3,2788.0,1,4,2.0,2,2,3.0,3,24.0,bank,own,2.0,skilled,1.0,none,yes,good
2,12.0,3,4,2930.0,1,4,2.0,2,1,1.0,1,27.0,none,own,1.0,skilled,1.0,none,yes,good
4,24.0,5,7,1927.0,5,3,3.0,2,1,2.0,3,33.0,none,own,2.0,skilled,1.0,yes,yes,good
2,36.0,5,1,2820.0,1,2,4.0,1,1,4.0,3,27.0,none,own,2.0,skilled,1.0,none,yes,bad
4,24.0,3,8,937.0,1,2,4.0,4,1,3.0,3,27.0,none,own,2.0,unskilled resident,1.0,none,yes,good
2,18.0,5,1,1056.0,1,5,3.0,3,3,3.0,1,30.0,bank,own,2.0,skilled,1.0,none,yes,bad
2,12.0,5,1,3124.0,1,2,1.0,3,1,3.0,1,49.0,bank,own,2.0,unskilled resident,2.0,none,yes,good
4,9.0,3,3,1388.0,1,3,4.0,2,1,2.0,1,26.0,none,rent,1.0,skilled,1.0,none,yes,good
2,36.0,3,6,2384.0,1,2,4.0,3,1,1.0,4,33.0,none,rent,1.0,unskilled resident,1.0,none,yes,bad
4,12.0,3,1,2133.0,5,5,4.0,2,1,4.0,4,52.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,18.0,3,3,2039.0,1,3,1.0,2,1,4.0,1,20.0,bank,rent,1.0,skilled,1.0,none,yes,bad
1,9.0,5,1,2799.0,1,3,2.0,3,1,2.0,1,36.0,none,rent,2.0,skilled,2.0,none,yes,good
1,12.0,3,3,1289.0,1,3,4.0,3,3,1.0,2,21.0,none,own,1.0,unskilled resident,1.0,none,yes,good
1,18.0,3,5,1217.0,1,3,4.0,4,1,3.0,1,47.0,none,own,1.0,unskilled resident,1.0,yes,yes,bad
1,12.0,5,3,2246.0,1,5,3.0,3,1,3.0,2,60.0,none,own,2.0,skilled,1.0,none,yes,bad
1,12.0,5,4,385.0,1,4,4.0,2,1,3.0,1,58.0,none,own,4.0,unskilled resident,1.0,yes,yes,good
2,24.0,4,1,1965.0,5,3,4.0,2,1,4.0,3,42.0,none,rent,2.0,skilled,1.0,yes,yes,good
4,21.0,3,9,1572.0,4,5,4.0,2,1,4.0,1,36.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
2,24.0,3,1,2718.0,1,3,3.0,2,1,4.0,2,20.0,none,rent,1.0,unskilled resident,1.0,yes,yes,bad
1,24.0,2,10,1358.0,5,5,4.0,3,1,3.0,3,40.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
2,6.0,2,1,931.0,2,2,1.0,2,1,1.0,2,32.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
1,24.0,3,1,1442.0,1,4,4.0,2,1,4.0,3,23.0,none,rent,2.0,skilled,1.0,none,yes,bad
