checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
4,24.0,4,1,717.0,5,5,4.0,4,1,4.0,3,54.0,none,own,2.0,skilled,1.0,yes,yes,good
2,9.0,3,1,1549.0,5,2,4.0,3,1,2.0,1,35.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,good
4,24.0,5,7,1597.0,1,5,4.0,3,1,4.0,4,54.0,none,for free,2.0,skilled,2.0,none,yes,good
2,18.0,5,4,1795.0,1,5,3.0,2,3,4.0,1,48.0,bank,rent,2.0,unskilled resident,1.0,yes,yes,good
1,20.0,5,3,4272.0,1,5,1.0,2,1,4.0,2,24.0,none,own,2.0,skilled,1.0,none,yes,good
4,12.0,5,4,976.0,5,5,4.0,3,1,4.0,3,35.0,none,own,2.0,skilled,1.0,none,yes,good
2,12.0,3,1,7472.0,5,1,1.0,2,1,2.0,1,24.0,none,rent,1.0,unemp/unskilled non res,1.0,none,yes,good
1,36.0,3,1,9271.0,1,4,2.0,3,1,1.0,3,24.0,none,own,1.0,skilled,1.0,yes,yes,bad
2,6.0,3,4,590.0,1,2,3.0,4,1,3.0,1,26.0,none,own,1.0,unskilled resident,1.0,none,no,good
4,12.0,5,4,930.0,5,5,4.0,3,1,4.0,1,65.0,none,own,4.0,skilled,1.0,none,yes,good
2,42.0,2,2,9283.0,1,1,1.0,3,1,2.0,4,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,15.0,1,1,1778.0,1,2,2.0,2,1,1.0,1,26.0,none,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
2,8.0,3,9,907.0,1,2,3.0,4,1,2.0,1,26.0,none,own,1.0,skilled,1.0,yes,yes,good
2,6.0,3,4,484.0,1,4,3.0,4,3,3.0,1,28.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
1,36.0,5,2,9629.0,1,4,4.0,3,1,4.0,3,24.0,none,own,2.0,skilled,1.0,yes,yes,bad
1,48.0,3,5,3051.0,1,3,3.0,3,1,4.0,3,54.0,none,own,1.0,skilled,1.0,none,yes,bad
1,48.0,3,1,3931.0,1,4,4.0,3,1,4.0,4,46.0,none,for free,1.0,skilled,2.0,none,yes,bad
2,36.0,4,1,7432.0,1,3,2.0,2,1,2.0,2,54.0,none,rent,1.0,skilled,1.0,none,yes,good
4,6.0,3,5,1338.0,3,3,1.0,1,1,4.0,1,62.0,none,own,1.0,skilled,1.0,none,yes,good
4,6.0,5,4,1554.0,1,4,1.0,2,1,2.0,3,24.0,none,rent,2.0,skilled,1.0,yes,yes,good
1,36.0,3,10,15857.0,1,1,2.0,1,2,3.0,3,43.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
1,18.0,3,4,1345.0,1,3,4.0,4,1,3.0,1,26.0,bank,own,1.0,skilled,1.0,none,yes,bad
4,12.0,3,1,1101.0,1,3,3.0,4,1,2.0,1,27.0,none,own,2.0,skilled,1.0,yes,yes,good
3,12.0,3,4,3016.0,1,3,3.0,4,1,1.0,3,24.0,none,own,1.0,skilled,1.0,none,yes,good
1,36.0,3,3,2712.0,1,5,2.0,3,1,2.0,2,41.0,bank,own,1.0,skilled,2.0,none,yes,bad
1,8.0,5,1,731.0,1,5,4.0,3,1,4.0,1,47.0,none,own,2.0,unskilled resident,1.0,none,yes,good
4,18.0,5,3,3780.0,1,2,3.0,1,1,2.0,3,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,21.0,5,1,1602.0,1,5,4.0,4,1,3.0,3,30.0,none,own,2.0,skilled,1.0,yes,yes,good
1,18.0,5,1,3966.0,1,5,1.0,2,1,4.0,1,33.0,bank,rent,3.0,skilled,1.0,yes,yes,bad
4,18.0,1,9,4165.0,1,3,2.0,3,1,2.0,3,36.0,stores,own,2.0,skilled,2.0,none,yes,bad
1,36.0,3,2,8335.0,5,5,3.0,3,1,4.0,4,47.0,none,for free,1.0,skilled,1.0,none,yes,bad
2,48.0,4,9,6681.0,5,3,4.0,3,1,4.0,4,38.0,none,for free,1.0,skilled,2.0,yes,yes,good
4,24.0,4,9,2375.0,3,3,4.0,3,1,2.0,3,44.0,none,own,2.0,skilled,2.0,yes,yes,good
1,18.0,3,1,1216.0,1,2,4.0,2,1,3.0,3,23.0,none,rent,1.0,skilled,1.0,yes,yes,bad
1,45.0,1,9,11816.0,1,5,2.0,3,1,4.0,3,29.0,none,rent,2.0,skilled,1.0,none,yes,bad
2,24.0,3,4,5084.0,5,5,2.0,2,1,4.0,3,42.0,none,own,1.0,skilled,1.0,yes,yes,good
3,15.0,3,4,2327.0,1,2,2.0,2,1,3.0,1,25.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
1,12.0,1,1,1082.0,1,3,4.0,3,1,4.0,3,48.0,bank,own,2.0,skilled,1.0,none,yes,bad
4,12.0,3,4,886.0,5,3,4.0,2,1,2.0,3,21.0,none,own,1.0,skilled,1.0,none,yes,good
4,4.0,3,3,601.0,1,2,1.0,2,1,3.0,1,23.0,none,rent,1.0,unskilled resident,2.0,none,yes,good
1,24.0,5,2,2957.0,1,5,4.0,3,1,4.0,2,63.0,none,own,2.0,skilled,1.0,yes,yes,good
4,24.0,5,4,2611.0,1,5,4.0,4,2,3.0,1,46.0,none,own,2.0,skilled,1.0,none,yes,good
1,36.0,3,3,5179.0,1,4,4.0,3,1,2.0,2,29.0,none,own,1.0,skilled,1.0,none,yes,bad
4,21.0,4,2,2993.0,1,3,3.0,3,1,2.0,1,28.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
4,18.0,3,6,1943.0,1,2,4.0,2,1,4.0,1,23.0,none,own,1.0,skilled,1.0,none,yes,bad
4,24.0,2,9,1559.0,1,4,4.0,3,1,4.0,3,50.0,bank,own,1.0,skilled,1.0,yes,yes,good
4,18.0,3,3,3422.0,1,5,4.0,3,1,4.0,2,47.0,bank,own,3.0,skilled,2.0,yes,yes,good
2,21.0,3,3,3976.0,5,4,2.0,3,1,3.0,3,35.0,none,own,1.0,skilled,1.0,yes,yes,good
4,18.0,3,1,6761.0,5,3,2.0,3,1,4.0,3,68.0,none,rent,2.0,skilled,1.0,none,yes,bad
4,24.0,3,1,1249.0,1,2,4.0,4,1,2.0,1,28.0,none,own,1.0,skilled,1.0,none,yes,good
1,9.0,3,4,1364.0,1,4,3.0,3,1,4.0,1,59.0,none,own,1.0,skilled,1.0,none,yes,good
1,12.0,3,4,709.0,1,5,4.0,3,1,4.0,1,57.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
1,20.0,5,1,2235.0,1,3,4.0,4,3,2.0,2,33.0,bank,rent,2.0,skilled,1.0,none,no,bad
4,24.0,5,2,4042.0,5,4,3.0,3,1,4.0,2,43.0,none,own,2.0,skilled,1.0,yes,yes,good
4,15.0,5,4,1471.0,1,3,4.0,3,1,4.0,4,35.0,none,for free,2.0,skilled,1.0,yes,yes,good
1,18.0,2,1,1442.0,1,4,4.0,3,1,4.0,4,32.0,none,for free,2.0,unskilled resident,2.0,none,yes,bad
4,36.0,4,1,10875.0,1,5,2.0,3,1,2.0,3,45.0,none,own,2.0,skilled,2.0,yes,yes,good
4,24.0,3,1,1474.0,2,2,4.0,4,1,3.0,1,33.0,none,own,1.0,skilled,1.0,yes,yes,good
4,10.0,3,8,894.0,5,4,4.0,2,1,3.0,2,40.0,none,own,1.0,skilled,1.0,yes,yes,good
4,15.0,5,3,3343.0,1,3,4.0,3,1,2.0,4,28.0,none,for free,1.0,skilled,1.0,yes,yes,good
1,15.0,3,1,3959.0,1,3,3.0,2,1,2.0,2,29.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,9.0,3,1,3577.0,2,3,1.0,3,3,2.0,1,26.0,none,rent,1.0,skilled,2.0,none,no,good
4,24.0,5,2,5804.0,4,3,4.0,3,1,2.0,1,27.0,none,own,2.0,skilled,1.0,none,yes,good
4,18.0,4,9,2169.0,1,3,4.0,4,1,2.0,3,28.0,none,own,1.0,skilled,1.0,yes,yes,bad
1,24.0,3,4,2439.0,1,2,4.0,2,1,4.0,1,35.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,27.0,5,3,4526.0,4,2,4.0,3,1,2.0,1,32.0,stores,own,2.0,unskilled resident,2.0,yes,yes,good
4,10.0,3,3,2210.0,1,3,2.0,3,1,2.0,1,25.0,bank,rent,1.0,unskilled resident,1.0,none,yes,bad
4,15.0,3,3,2221.0,3,3,2.0,2,1,4.0,3,20.0,none,rent,1.0,skilled,1.0,none,yes,good
1,18.0,3,4,2389.0,1,2,4.0,2,1,1.0,3,27.0,stores,own,1.0,skilled,1.0,none,yes,good
4,12.0,5,3,3331.0,1,5,2.0,3,1,4.0,2,42.0,stores,own,1.0,skilled,1.0,none,yes,good
4,36.0,3,9,7409.0,5,5,3.0,3,1,2.0,2,37.0,none,own,2.0,skilled,1.0,none,yes,good
1,12.0,3,3,652.0,1,5,4.0,2,1,4.0,2,24.0,none,rent,1.0,skilled,1.0,none,yes,good
4,36.0,4,3,7678.0,3,4,2.0,2,1,4.0,3,40.0,none,own,2.0,skilled,1.0,yes,yes,good
3,6.0,5,1,1343.0,1,5,1.0,3,1,4.0,1,46.0,none,own,2.0,skilled,2.0,none,no,good
1,24.0,5,9,1382.0,2,4,4.0,3,1,1.0,1,26.0,none,own,2.0,skilled,1.0,yes,yes,good
4,15.0,3,5,874.0,5,2,4.0,2,1,1.0,1,24.0,none,own,1.0,skilled,1.0,none,yes,good
1,12.0,3,3,3590.0,1,3,2.0,3,2,2.0,2,29.0,none,own,1.0,unskilled resident,2.0,none,yes,good
2,11.0,5,1,1322.0,4,3,4.0,2,1,4.0,3,40.0,none,own,2.0,skilled,1.0,none,yes,good
1,18.0,2,4,1940.0,1,2,3.0,3,2,4.0,4,36.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,36.0,3,4,3595.0,1,5,4.0,3,1,2.0,3,28.0,none,own,1.0,skilled,1.0,none,yes,good
1,9.0,3,1,1422.0,1,2,3.0,3,1,2.0,4,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,30.0,5,4,6742.0,5,4,2.0,3,1,3.0,2,36.0,none,own,2.0,skilled,1.0,none,yes,good
4,24.0,3,2,7814.0,1,4,3.0,3,1,3.0,3,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,24.0,3,2,9277.0,5,3,2.0,1,1,4.0,4,48.0,none,for free,1.0,skilled,1.0,yes,yes,good
2,30.0,5,1,2181.0,5,5,4.0,3,1,4.0,1,36.0,none,own,2.0,skilled,1.0,none,yes,good
4,18.0,5,4,1098.0,1,1,4.0,2,1,4.0,3,65.0,none,own,2.0,unemp/unskilled non res,1.0,none,yes,good
2,24.0,3,3,4057.0,1,4,3.0,1,1,3.0,3,43.0,none,own,1.0,skilled,1.0,yes,yes,bad
1,12.0,3,7,795.0,1,2,4.0,2,1,4.0,2,53.0,none,own,1.0,skilled,1.0,none,yes,bad
2,24.0,5,9,2825.0,5,4,4.0,3,1,3.0,4,34.0,none,own,2.0,skilled,2.0,yes,yes,good
2,48.0,3,9,15672.0,1,3,2.0,3,1,2.0,3,23.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,36.0,5,1,6614.0,1,5,4.0,3,1,4.0,3,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,28.0,2,2,7824.0,5,2,3.0,3,3,4.0,1,40.0,bank,rent,2.0,skilled,2.0,yes,yes,good
1,27.0,5,9,2442.0,1,5,4.0,3,1,4.0,3,43.0,stores,own,4.0,high qualif/self emp/mgmt,2.0,yes,yes,good
4,15.0,5,4,1829.0,1,5,4.0,3,1,4.0,3,46.0,none,own,2.0,skilled,1.0,yes,yes,good
1,12.0,5,1,2171.0,1,3,4.0,3,1,4.0,2,38.0,bank,own,2.0,unskilled resident,1.0,none,no,good
2,36.0,5,2,5800.0,1,3,3.0,3,1,4.0,3,34.0,none,own,2.0,skilled,1.0,yes,yes,good
4,18.0,5,4,1169.0,5,3,4.0,3,1,3.0,2,29.0,none,own,2.0,skilled,1.0,yes,yes,good
4,36.0,4,2,8947.0,5,4,3.0,3,1,2.0,3,31.0,stores,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
1,21.0,3,4,2606.0,1,2,4.0,2,1,4.0,2,28.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,12.0,5,3,1592.0,4,4,3.0,2,1,2.0,2,35.0,none,own,1.0,skilled,1.0,none,no,good
4,15.0,3,3,2186.0,5,4,1.0,2,1,4.0,1,33.0,bank,rent,1.0,unskilled resident,1.0,none,yes,good
1,18.0,3,3,4153.0,1,3,2.0,3,2,3.0,3,42.0,none,own,1.0,skilled,1.0,none,yes,bad
1,16.0,5,1,2625.0,1,5,2.0,3,3,4.0,2,43.0,bank,rent,1.0,skilled,1.0,yes,yes,bad
4,20.0,5,1,3485.0,5,2,2.0,1,1,4.0,1,44.0,none,own,2.0,skilled,1.0,yes,yes,good
4,36.0,5,2,10477.0,5,5,2.0,3,1,4.0,4,42.0,none,for free,2.0,skilled,1.0,none,yes,good
4,15.0,3,4,1386.0,5,3,4.0,4,1,2.0,1,40.0,none,rent,1.0,skilled,1.0,yes,yes,good
4,24.0,3,4,1278.0,1,5,4.0,3,1,1.0,1,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,12.0,3,4,1107.0,1,3,2.0,3,1,2.0,1,20.0,none,rent,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
1,21.0,3,1,3763.0,5,4,2.0,3,2,2.0,1,24.0,none,own,1.0,unskilled resident,1.0,none,no,good
2,36.0,3,7,3711.0,5,3,2.0,4,1,2.0,3,27.0,none,own,1.0,skilled,1.0,none,yes,good
4,15.0,4,2,3594.0,1,2,1.0,2,1,2.0,2,46.0,none,own,2.0,unskilled resident,1.0,none,yes,good
2,9.0,3,1,3195.0,5,3,1.0,2,1,2.0,1,33.0,none,own,1.0,unskilled resident,1.0,none,yes,good
4,36.0,4,4,4454.0,1,3,4.0,2,1,4.0,1,34.0,none,own,2.0,skilled,1.0,none,yes,good
2,24.0,5,3,4736.0,1,2,2.0,2,1,4.0,3,25.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
2,30.0,3,4,2991.0,5,5,2.0,2,1,4.0,3,25.0,none,own,1.0,skilled,1.0,none,yes,good
4,11.0,3,9,2142.0,4,5,1.0,1,1,2.0,1,28.0,none,own,1.0,skilled,1.0,yes,yes,good
1,24.0,2,9,3161.0,1,3,4.0,3,1,2.0,2,31.0,none,rent,1.0,skilled,1.0,yes,yes,bad
2,48.0,1,10,18424.0,1,3,1.0,2,1,2.0,2,32.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,no,bad
4,10.0,3,2,2848.0,2,3,1.0,3,2,2.0,1,32.0,none,own,1.0,skilled,2.0,none,yes,good
1,6.0,3,1,14896.0,1,5,1.0,3,1,4.0,4,68.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1,24.0,3,3,2359.0,2,1,1.0,1,1,1.0,2,33.0,none,own,1.0,skilled,1.0,none,yes,bad
1,24.0,3,3,3345.0,1,5,4.0,3,1,2.0,2,39.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,18.0,5,3,1817.0,1,3,4.0,2,1,2.0,4,28.0,none,own,2.0,skilled,1.0,none,yes,good
4,48.0,4,4,12749.0,3,4,4.0,3,1,1.0,3,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,9.0,3,4,1366.0,1,2,3.0,2,1,4.0,2,22.0,none,rent,1.0,skilled,1.0,none,yes,bad
2,12.0,3,1,2002.0,1,4,3.0,3,1,4.0,2,30.0,none,rent,1.0,skilled,2.0,yes,yes,good
1,24.0,2,3,6872.0,1,2,2.0,1,1,1.0,2,55.0,bank,own,1.0,skilled,1.0,yes,yes,bad
1,12.0,2,1,697.0,1,2,4.0,3,1,2.0,3,46.0,bank,own,2.0,skilled,1.0,yes,yes,bad
1,18.0,5,3,1049.0,1,2,4.0,2,1,4.0,2,21.0,none,rent,1.0,skilled,1.0,none,yes,good
1,48.0,3,2,10297.0,1,4,4.0,3,1,4.0,4,39.0,stores,for free,3.0,skilled,2.0,yes,yes,bad
4,30.0,3,4,1867.0,5,5,4.0,3,1,4.0,3,58.0,none,own,1.0,skilled,1.0,yes,yes,good
1,12.0,4,1,1344.0,1,3,4.0,3,1,2.0,1,43.0,none,own,2.0,unskilled resident,2.0,none,yes,good
1,24.0,3,3,1747.0,1,2,4.0,3,2,1.0,2,24.0,none,own,1.0,unskilled resident,1.0,none,no,good
2,9.0,3,4,1670.0,1,2,4.0,2,1,2.0,3,22.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,9.0,5,1,1224.0,1,3,3.0,3,1,1.0,1,30.0,none,own,2.0,skilled,1.0,none,yes,good
4,12.0,5,4,522.0,3,5,4.0,3,1,4.0,2,42.0,none,own,2.0,skilled,2.0,yes,yes,good
1,12.0,3,4,1498.0,1,3,4.0,2,1,1.0,3,23.0,bank,own,1.0,skilled,1.0,none,yes,good
2,30.0,4,4,1919.0,2,2,4.0,3,1,3.0,4,30.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
3,9.0,3,4,745.0,1,3,3.0,2,1,2.0,1,28.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
2,6.0,3,4,2063.0,1,2,4.0,4,1,3.0,3,30.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,60.0,3,7,6288.0,1,3,4.0,3,1,4.0,4,42.0,none,for free,1.0,skilled,1.0,none,yes,bad
4,24.0,5,2,6842.0,5,3,2.0,3,1,4.0,2,46.0,none,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
4,12.0,3,1,3527.0,5,2,2.0,3,1,3.0,2,45.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
4,10.0,3,1,1546.0,1,3,3.0,3,1,2.0,1,31.0,none,own,1.0,unskilled resident,2.0,none,no,good
4,24.0,3,3,929.0,5,4,4.0,3,1,2.0,3,31.0,stores,own,1.0,skilled,1.0,yes,yes,good
4,4.0,5,1,1455.0,1,4,2.0,3,1,1.0,1,42.0,none,own,3.0,unskilled resident,2.0,none,yes,good
1,15.0,3,3,1845.0,1,2,4.0,2,3,1.0,2,46.0,none,rent,1.0,skilled,1.0,none,yes,good
2,48.0,1,1,8358.0,3,2,1.0,2,1,1.0,3,30.0,none,own,2.0,skilled,1.0,none,yes,good
1,24.0,2,3,3349.0,3,2,4.0,3,1,4.0,4,30.0,none,for free,1.0,skilled,2.0,yes,yes,bad
4,12.0,3,1,2859.0,5,1,4.0,3,1,4.0,4,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,18.0,3,3,1533.0,1,2,4.0,4,2,1.0,2,43.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
4,24.0,3,4,3621.0,2,5,2.0,3,1,4.0,3,31.0,none,own,2.0,skilled,1.0,none,yes,bad
2,18.0,5,9,3590.0,1,1,3.0,4,1,3.0,3,40.0,none,own,3.0,unemp/unskilled non res,2.0,yes,yes,good
1,36.0,4,9,2145.0,1,4,2.0,3,1,1.0,3,24.0,none,own,2.0,skilled,1.0,yes,yes,bad
2,24.0,3,2,4113.0,3,2,3.0,2,1,4.0,3,28.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,36.0,3,3,10974.0,1,1,4.0,2,1,2.0,3,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1,12.0,3,1,1893.0,1,3,4.0,2,3,4.0,2,29.0,none,own,1.0,skilled,1.0,yes,yes,good
1,24.0,5,4,1231.0,4,5,4.0,2,1,4.0,2,57.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
3,30.0,5,4,3656.0,5,5,4.0,3,1,4.0,2,49.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
2,9.0,5,4,1154.0,1,5,2.0,3,1,4.0,1,37.0,none,own,3.0,unskilled resident,1.0,none,yes,good
1,28.0,3,1,4006.0,1,3,3.0,3,1,2.0,3,45.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
2,24.0,3,3,3069.0,2,5,4.0,3,1,4.0,4,30.0,none,for free,1.0,skilled,1.0,none,yes,good
4,6.0,5,4,1740.0,1,5,2.0,4,1,2.0,1,30.0,none,rent,2.0,skilled,1.0,none,yes,good
2,21.0,4,1,2353.0,1,3,1.0,1,1,4.0,2,47.0,none,own,2.0,skilled,1.0,none,yes,good
4,15.0,3,1,3556.0,5,3,3.0,3,1,2.0,4,29.0,none,own,1.0,skilled,1.0,none,yes,good
4,24.0,3,4,2397.0,3,5,3.0,3,1,2.0,3,35.0,bank,own,2.0,skilled,1.0,yes,yes,bad
2,6.0,3,6,454.0,1,2,3.0,4,1,1.0,2,22.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,30.0,3,4,1715.0,5,3,4.0,2,1,1.0,3,26.0,none,own,1.0,skilled,1.0,none,yes,good
2,27.0,5,4,2520.0,3,3,4.0,3,1,2.0,2,23.0,none,own,2.0,unskilled resident,1.0,none,yes,bad
4,15.0,3,4,3568.0,1,5,4.0,2,1,2.0,3,54.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,42.0,3,4,7166.0,5,4,2.0,4,1,4.0,2,29.0,none,rent,1.0,skilled,1.0,yes,yes,good
1,11.0,5,1,3939.0,1,3,1.0,3,1,2.0,1,40.0,none,own,2.0,unskilled resident,2.0,none,yes,good
2,15.0,3,6,1514.0,2,3,4.0,3,3,2.0,1,22.0,none,own,1.0,skilled,1.0,none,yes,good
4,24.0,3,1,7393.0,1,3,1.0,3,1,4.0,2,43.0,none,own,1.0,unskilled resident,2.0,none,yes,good
1,24.0,2,1,1193.0,1,1,1.0,2,2,4.0,4,29.0,none,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
1,60.0,3,9,7297.0,1,5,4.0,3,2,4.0,4,36.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,30.0,5,4,2831.0,1,3,4.0,2,1,2.0,3,33.0,none,own,1.0,skilled,1.0,yes,yes,good
3,24.0,3,4,1258.0,3,3,3.0,2,1,3.0,3,57.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,6.0,3,4,753.0,1,3,2.0,2,3,3.0,1,64.0,none,own,1.0,skilled,1.0,none,yes,good
2,18.0,4,9,2427.0,5,5,4.0,3,1,2.0,2,42.0,none,own,2.0,skilled,1.0,none,yes,good
4,24.0,4,1,2538.0,1,5,4.0,3,1,4.0,3,47.0,none,own,2.0,unskilled resident,2.0,none,yes,bad
2,15.0,2,1,1264.0,2,3,2.0,4,1,2.0,2,25.0,none,rent,1.0,skilled,1.0,none,yes,bad
2,30.0,5,3,8386.0,1,4,2.0,3,1,2.0,2,49.0,none,own,1.0,skilled,1.0,none,yes,bad
4,48.0,3,9,4844.0,1,1,3.0,3,1,2.0,3,33.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3,21.0,3,1,2923.0,2,3,1.0,2,1,1.0,3,28.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,36.0,3,2,8229.0,1,3,2.0,3,1,2.0,2,26.0,none,own,1.0,skilled,2.0,none,yes,bad
4,24.0,5,3,2028.0,1,4,2.0,3,1,2.0,2,30.0,none,own,2.0,unskilled resident,1.0,none,yes,good
1,15.0,5,3,1433.0,1,3,4.0,2,1,3.0,2,25.0,none,rent,2.0,skilled,1.0,none,yes,good
3,42.0,1,9,6289.0,1,2,2.0,1,1,1.0,2,33.0,none,own,2.0,skilled,1.0,none,yes,good
4,13.0,3,4,1409.0,2,1,2.0,2,1,4.0,1,64.0,none,own,1.0,skilled,1.0,none,yes,good
1,24.0,3,2,6579.0,1,1,4.0,3,1,2.0,4,29.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,24.0,5,4,1743.0,1,5,4.0,3,1,2.0,2,48.0,none,own,2.0,unskilled resident,1.0,none,yes,good
4,12.0,5,7,3565.0,5,2,2.0,3,1,1.0,2,37.0,none,own,2.0,unskilled resident,2.0,none,yes,good
4,15.0,2,4,1569.0,2,5,4.0,3,1,4.0,3,34.0,bank,own,1.0,unskilled resident,2.0,none,yes,good
1,18.0,3,4,1936.0,5,4,2.0,4,1,4.0,3,23.0,none,rent,2.0,unskilled resident,1.0,none,yes,good
1,36.0,3,3,3959.0,1,1,4.0,3,1,3.0,2,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,12.0,3,1,2390.0,5,5,4.0,3,1,3.0,3,50.0,none,own,1.0,skilled,1.0,yes,yes,good
4,12.0,3,3,1736.0,1,4,3.0,2,1,4.0,1,31.0,none,own,1.0,unskilled resident,1.0,none,yes,good
1,30.0,3,2,3857.0,1,3,4.0,1,1,4.0,2,40.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,12.0,3,4,804.0,1,5,4.0,3,1,4.0,3,38.0,none,own,1.0,skilled,1.0,none,yes,good
1,45.0,3,4,1845.0,1,3,4.0,3,1,4.0,4,23.0,none,for free,1.0,skilled,1.0,yes,yes,bad
2,45.0,5,2,4576.0,2,1,3.0,3,1,4.0,3,27.0,none,own,1.0,skilled,1.0,none,yes,good
